index,len,rate,keypoints,mbits,"produced
key points","required
key points",attempt
14,397,-0.0008,"My daughter Marie died at the hospital 28 years ago. Marie had surgery for appendicitis and was still under ether. The hospital staff followed doctor's orders that caused Marie a blood clot. Marie was getting ready to go home when she collapsed and died. I reacted with immense grief and blamed the hospital for Marie's death. The family was devastated by Marie's death, and it impacted us deeply.",-0.32,6,6,3
15,397,0.0934,"My daughter died twenty-eight years ago. She died after an operation for appendicitis. I blame the hospital for her blood clot. She was supposed to come home after ten days. At the hospital, I learned she was critically ill. She died suddenly while getting ready to leave. I was hysterical and blamed the doctors. My family was devastated by her death. The memory of Marie still haunts our family.",37.06,9,9,3
16,475,0.0428,"My daughter died at Methodist Hospital. She had an operation for appendicitis. The nurse ignored her condition under ether. The hospital said she was discharged to go home. I was preparing to bring her home and made coffee. At the hospital, I was told my daughter was in distress. I blamed the hospital for a blood clot she had. I was hysterical when she died unexpectedly. My family was devastated and suffered from the shock. My son delivered the tragic news to my sisters.",20.35,10,10,1
17,487,0.0536,"My daughter died on April 30th from a blood clot. She had an appendicitis operation and was under ether. The doctors removed her from bed too soon. I was waiting to pick her up from the hospital. At the hospital, they told me my daughter fainted. I found my daughter sweating heavily and unconscious. I blamed the hospital for what happened to her. My daughter passed away while I was with her. My family was devastated by her sudden death. The community was also shocked by her passing.",26.1,10,10,3
18,493,0.0502,"My daughter died at Methodist Hospital after an appendicitis operation. Victoria visited the hospital and questioned the nurse about my daughter's condition. Marie was discharged, and I prepared to bring her home. The hospital informed me Marie had fainted and was in a critical condition. I arrived to find Marie had died from a suspected blood clot. My family was devastated, and the news caused chaos and hysteria. My son James informed my sisters, and the neighborhood shared in our grief.",24.73,7,7,2
19,505,0.0436,"My daughter died twenty-eight years ago. She had surgery for appendicitis at Methodist Hospital. A nurse tried to get her out of bed too soon after her operation. I went to pick her up from the hospital, but she wasn't ready. At the hospital, they told me she had fainted and was cold sweating. She passed away in the hospital as we were preparing for her discharge. I believe her death was due to a blood clot from being moved too soon. Her death had a devastating impact on our family and the community.",22.03,8,8,3
20,510,0.1312,"I lost my daughter 28 years ago this month. She died after an appendicitis operation at Methodist Hospital. Victoria, my oldest daughter, found her still under ether when visiting. The hospital tried to get her out of bed too early. Marie was discharged but collapsed due to a blood clot. I arrived at the hospital to find she had died. Her passing caused a chain of grief in my family. My husband and son both had heart attacks from the shock. Our neighborhood and family were deeply affected by Marie's loss.",66.93,9,9,1
21,534,0.1183,My daughter died 28 years ago this month. She had an operation for appendicitis. Victoria visited her after the operation. The nurse tried to get her out of bed. I blame them for causing a blood clot. The hospital discharged her after 10 days. I went to pick her up from the hospital. I found her sweating heavily in bed. I yelled at the doctors for killing her. My daughter passed away at the hospital. I was hysterical and refused medical help. My family suffered heart attacks from shock. The neighborhood was shocked by her death.,63.18,13,13,3
22,552,0.0889,"I lost my daughter twenty-eight years ago. She died after an operation for appendicitis. Victoria visited her in the hospital the next day. The nurse tried to move my daughter too soon. I believe it caused a blood clot in her leg. I was told to pick her up after ten days. At the hospital, I felt something was wrong. The nurse informed me my daughter was dying. She died right when I turned away. My husband and son both had heart attacks after hearing the news. The entire neighborhood was shocked by her death. Many people still remember her fondly.",49.1,12,12,1
23,578,0.1159,"My daughter died at Methodist Hospital after an appendicitis operation. Victoria noticed something was wrong when they tried to get her out of bed. I was called to pick Marie up from the hospital when she was discharged. I prepared coffee and clothes to welcome Marie home. At the hospital, I was told Marie had fainted before I saw her sweating heavily. I confronted the doctors, but Marie died before we could leave the hospital. The news of Marie's death caused my husband and son to have heart attacks. Everyone in the neighborhood was shocked and saddened by Marie's death.",67.01,8,8,1
24,580,0.097,"My daughter Marie died 28 years ago this month. Marie had surgery for appendicitis and was discharged from the hospital. Victoria, my oldest daughter, saw Marie was still under ether. Nurses tried to get Marie out of bed against doctor's orders. Marie fainted when she was out of bed and later had a blood clot. I went to the hospital to pick Marie up, expecting her to come home. Marie collapsed saying she had a pain in her leg and couldn't see. Doctors said Marie died from a blood clot, and I was devastated. The news of Marie's death caused my family immense grief and shock.",56.26,9,9,2
25,584,0.0523,My daughter died 28 years ago this month. She had an operation for appendicitis at Methodist Hospital. They used a lot of ether during her operation. The nurse told my daughter needed to get out of bed by doctor's orders. I blame the hospital for my daughter's blood clot. I went to pick up my daughter from the hospital. My daughter was still unwell when I arrived. I was told my daughter died from a blood clot. I was hysterical and blamed the hospital for her death. My family was devastated by my daughter's death. My husband and son both had heart attacks after hearing the news.,30.56,11,11,2
26,595,0.1245,"My daughter died twenty-eight years ago this month. She had an operation for appendicitis at Methodist Hospital. After the operation, she remained under ether. They tried to get her out of bed and she passed out. I blame the hospital for causing her blood clot by moving her. I was called to pick her up when she was discharged. At the hospital, I found my daughter in a cold sweat and she passed away. I reacted hysterically, blaming the hospital staff. The doctors later said it was a blood clot that caused her death. My family and I were devastated, and my husband and son had heart attacks.",74.05,10,10,2
27,603,0.096,"My daughter Marie died twenty-eight years ago. Marie died at Methodist Hospital after an appendicitis operation. The hospital staff tried to get Marie out of bed too soon. I was called to pick Marie up thinking she was discharged. I prayed for another patient while waiting at the hospital. Marie's condition worsened unexpectedly. I accused the doctors of killing my daughter. Rita, my other daughter, was deeply affected by Marie's death. Marie's death had a severe impact on my family. My husband and son both suffered heart attacks from the shock. The news of Marie's death devastated our community.",57.88,11,11,3
28,611,0.0931,"My daughter died twenty-eight years ago. She died at Methodist Hospital after an appendicitis operation. The nurse tried to get her out of bed too soon. I blame them for causing a blood clot. When I went to the hospital, I found my daughter very sick. My daughter passed away as I was waiting in the hallway. I blamed the doctors and nurses for her death. My family was waiting for her to come home. Rita and my son-in-law arrived at the hospital. I was hysterical and could not believe my daughter died. My husband and son both had heart attacks from the shock. The whole neighborhood was shocked by her death.",56.87,12,12,2
29,632,0.0989,"My daughter Marie died 28 years ago this month. She had an operation for appendicitis at Methodist Hospital. My oldest daughter, Victoria, visited her after the surgery. They tried to get Marie out of bed too soon after surgery. I blame early mobilization for causing a blood clot. I was called to pick up Marie, believing she was discharged. At the hospital, I found out Marie was in critical condition. Marie died after suffering from a massive blood clot. My family was devastated at the news of Marie's death. My husband and son both had heart attacks from the shock. The entire neighborhood was shocked by Marie's sudden death.",62.49,11,11,1
30,644,0.0794,"My daughter Marie died 28 years ago. She had an appendicitis operation. My daughter Victoria visited her in the hospital. The nurse followed doctor's orders despite Marie's condition. I think they caused the blood clot by moving Marie. I went to pick Marie up from the hospital after 10 days. The hospital called me for Marie's discharge. I prepared everything for Marie to come home. At the hospital, they asked me to wait. Marie had a severe reaction and died suddenly. I blamed the hospital staff for her death. My family was devastated by Marie's death. My husband and son both had heart attacks. Our community was shocked by Marie's death.",51.14,14,14,1
31,658,0.155,"I lost my daughter. She died twenty-eight years ago. She was at Methodist Hospital. Marie had an appendicitis operation. Victoria visited her after the operation. Marie was still under ether. They tried to get Marie out of bed. Marie fainted when they moved her. I blame them for the blood clot. Marie was supposed to come home. The hospital discharged Marie. I prepared coffee and cake for Marie. At the hospital, the nurse stopped me. I prayed for another patient. Marie was in bad condition. Marie passed away in the hospital. I went hysterical after her death. My family came to the hospital. The news was a shock to everyone. Marie was a wonderful girl.",102.0,20,20,1
32,671,0.0927,"My daughter died twenty-eight years ago this month. She died at Methodist Hospital after an appendicitis operation. The hospital staff tried to get her out of bed too soon, causing a blood clot. I was waiting for a call to pick her up from the hospital. I was preparing coffee and clothes for her return. At the hospital, I was informed she was in a critical state. My daughter passed away while I was at the hospital. The family was shocked by her sudden death. My husband and son had heart attacks from the shock. My sisters were waiting at home for news of her release. Our community was deeply affected by her death. Marie was remembered as a quiet and pleasant girl.",62.17,12,12,3
33,679,0.1916,My daughter died twenty-eight years ago. She had an operation for appendicitis. Victoria visited her at the hospital. The nurse insisted on getting her out of bed. I blame them for the blood clot. I prepared to pick her up from the hospital. I prayed for a woman with ten children. A nurse asked about fainting spells. My daughter passed away suddenly. I was told she had a blood clot. I was hysterical at the hospital. Rita was shocked when she learned. My husband had a heart attack from grief. My son Michael had a heart attack too. My family was expecting Marie home. My sisters were shocked by the news. The neighborhood remembers Marie. Marie was a quiet and pleasant girl.,130.09,18,18,2
34,728,0.1725,"My daughter died at Methodist Hospital. She had an operation for appendicitis. Victoria visited her the next morning. She was still under ether during the visit. The nurse insisted to get her out of bed. Marie passed out when they tried. I blame them for her blood clot. Marie was to be discharged after ten days. A call came to pick her up. I prepared everything for her return. At the hospital, I was made to wait. I prayed for another patient. Marie's condition worsened unexpectedly. The doctor couldn't explain her condition. Marie died during my visit. My husband had a heart attack from the news. My son Michael also collapsed that night. Family and neighbors shared the shock. Marie was remembered as a quiet, good girl.",125.61,19,19,1
35,729,0.1666,"My daughter died twenty-eight years ago this month. She had an operation for appendicitis at Methodist Hospital. My oldest daughter, Victoria, visited her after the operation. The nurse tried to get her out of bed too soon after surgery. I blame them for the blood clot she got. The hospital called me to pick Marie up after ten days. I got ready to bring Marie home. At the hospital, the nurse told me to sit down. I was praying for another patient when a nurse asked about fainting. My daughter passed away while I was at the hospital. I was extremely hysterical after her death. Rita fainted when she heard about her sister's death. We later learned Marie had a blood clot. The whole neighborhood was shocked by Marie's death.",121.44,14,14,2
36,737,0.1282,"I lost my daughter 28 years ago. She died at Methodist Hospital after surgery. Victoria visited her in the hospital. Doctors used ether, and she was still unconscious. They tried to get her out of bed too soon. I blame them for the blood clot. I was called to pick her up from the hospital. I prepared to welcome her home. Doctors said Marie had a pain in her leg. She collapsed and died suddenly. I was devastated and hysterical. Rita also became upset and fainted. The hospital determined a blood clot caused her death. I refused to let them examine her further. I informed my family of her death. My husband had a heart attack from the news. My son Michael also collapsed from the shock. The neighborhood was shocked by Marie's death.",94.51,18,18,1
37,738,0.1104,"My daughter passed away twenty-eight years ago. She died after an appendicitis operation. Victoria visited her in the hospital under ether. The nurse wanted to get her out of bed. Victoria argued she was too weak for that. They tried to get her up, and she fainted. I blame the hospital for the blood clot. I was called to pick her up for discharge. I prepared her clothes for her return home. At the hospital, they told me she collapsed. The doctor said Marie had a pain in her leg. Marie passed away suddenly, they said due to a blood clot. I became hysterical after losing Marie. My daughter Rita fainted when she heard the news. My husband and son had heart attacks from the shock. The whole neighborhood was shocked by Marie's death.",81.47,16,16,3
38,756,0.0868,"My daughter, Marie, died twenty-eight years ago. She died after an operation for appendicitis at Methodist Hospital. Victoria, my oldest daughter, visited Marie after the operation. The hospital staff insisted on getting Marie out of bed too soon. I received a call to pick up Marie from the hospital. I prepared Marie's clothes and a welcome home meal. When I got to the hospital, I was told to sit and wait. A nurse informed me that Marie had experienced a fainting spell. Marie was sweating heavily and passed away in front of me. The hospital later said Marie died from a blood clot. I was hysterical and resisted hospital staff's attempts to help. The news of Marie's death shocked my entire family. Marie was a quiet, pleasant, and good-natured girl.",65.64,13,13,2
39,764,0.1769,"My daughter died twenty-eight years ago this month. Marie was operated on for appendicitis. Victoria visited Marie in the hospital. The nurse insisted on getting Marie out of bed. I blame them for the blood clot she got. Marie was supposed to come home after ten days. The store called me to pick up Marie. I prepared everything for Marie's return. At the hospital, they told me to sit down. I prayed for another patient there. The nurse asked if Marie ever fainted. Marie was in bed with sweat beads. I accused them of killing Marie. Marie died while getting ready to go home. My husband and I were devastated. Rita collapsed from shock. They said Marie died from a blood clot. I wouldn't let them touch Marie after death. Our family was in shock and deeply hurt.",135.15,19,19,2
40,766,0.1312,My daughter Marie died. It has been twenty-eight years since she died. Marie had an appendicitis operation. Victoria visited Marie at the hospital. The nurse tried to get Marie out of bed. Marie passed out when they tried to move her. I blame them for Marie's blood clot. I was waiting to pick Marie up from the hospital. A store lady called me to pick Marie up. I prepared clothes and coffee for Marie. The nurse at the hospital asked me to sit down. I prayed for a lady with ten children in the hospital. They said Marie might have fainted. I found Marie sweaty and unresponsive. Marie passed away before coming home. I was very hysterical and blamed the hospital. Marie said she felt a pain in her leg before dying. The hospital said Marie died from a blood clot.,100.47,18,18,3
41,775,0.1254,My daughter died from a blood clot. She died 28 years ago on the thirtieth of this month. She had an operation for appendicitis at Methodist Hospital. Victoria saw her under ether at the hospital. The nurse insisted on doctor’s orders to move her. I blame the hospital for the blood clot. I prepared for her return home after 10 days. We even planned a celebration with coffee and cake. Marie was discharged and I went to pick her up. I was called to sit by the nurse at the hospital. I was told Marie was in critical condition. Marie died as I was taken into her room. I was hysterical and screamed at the hospital staff. Rita collapsed when I told her Marie died. The family was shocked and my husband had a heart attack. Our community was deeply impacted by Marie’s death.,97.17,16,16,1
42,780,0.1281,"My daughter died twenty-eight years ago this month. She died at Methodist Hospital after an appendicitis operation. Victoria, my oldest daughter, visited her the morning after the operation. The nurse tried to get her out of bed, but she passed out. I blame them for the blood clot due to getting her out of bed. I prepared to pick Marie up from the hospital after her discharge. When I arrived, they told me Marie had collapsed. Marie died due to a blood clot, they later said. I was hysterical and refused to let anyone touch her body. My husband and son both had heart attacks after hearing the news. I informed my family and neighbors about Marie's death. Everyone in the neighborhood was shocked by her death. Marie was known as a quiet and pleasant girl in the neighborhood.",99.94,13,13,1
43,798,0.159,My daughter died 28 years ago this month. She died after an operation for appendicitis. Victoria visited her the morning after the operation. The nurse tried to get her out of bed too soon. Taking her out of bed possibly caused a blood clot. I was called to pick Marie up because she was discharged. I prepared coffee and cake for her return. I went to the hospital with her clothes. The hospital staff told me to wait. I was praying for another patient while I waited. I learned my daughter had a fainting spell. Marie was sweating heavily before she died. I blamed the hospital staff for Marie's death. I was hysterical and refused hospital staff's help. Rita and my son-in-law came to the hospital. Rita collapsed upon hearing Marie died. My husband and son both had heart attacks from the news.,126.87,17,17,2
44,799,0.1568,"My daughter died twenty-eight years ago this month. She died after an appendicitis operation at Methodist Hospital. My oldest daughter, Victoria, went to see her in the hospital. Victoria argued with a nurse about getting her out of bed. Marie was discharged after ten days, and I was notified. I prepared to pick Marie up from the hospital. At the hospital, they told me Marie had a fainting spell. Marie had beads of sweat and seemed unwell. I accused the hospital staff of harming my daughter. Marie collapsed after saying goodbye to friends. Doctors later said a blood clot caused Marie's death. Rita, my other daughter, fainted upon hearing the news. My husband and son both had heart attacks from the shock. The neighborhood was shocked by the news. Marie was a quiet, pleasant, and good girl.",125.3,15,15,3
45,799,0.1153,"I lost my daughter 28 years ago. My daughter died after appendicitis surgery. Victoria went to see my daughter post-surgery. The nurses tried to get my daughter out of bed. I blame the hospital for my daughter's blood clot. The hospital called me to pick up my daughter. I prepared coffee and cake for her return. At the hospital, I was asked to sit and wait. I prayed for another sick mother at the hospital. My daughter collapsed after saying goodbye at the hospital. The nurse informed me of my daughter’s condition. I accused the hospital of killing my daughter. My daughter died unexpectedly at the hospital. Rita collapsed when she heard about Marie's death. My husband had a heart attack afterwards. Michael had a heart attack that night too. The neighborhood was shocked by her sudden death.",92.12,17,17,1
46,826,0.1156,"My daughter died twenty-eight years ago. She died at Methodist Hospital after surgery for appendicitis. Victoria visited her the next day while she was under ether. The nurse insisted on getting her out of bed per doctor's orders. Marie collapsed when they tried to get her out of bed. I blame the hospital for causing a blood clot. I prepared to bring Marie home after her discharge. I went to the hospital, expecting to pick her up. In the hospital, they informed me Marie had collapsed. I accused the hospital staff of killing my daughter. Marie died shortly after I arrived at the hospital. Rita fainted upon hearing of Marie's death. The hospital called multiple times expecting me to pick Marie up. My husband and son both had heart attacks from the shock. The community and family were deeply affected by Marie's death.",95.49,15,15,2
47,837,0.1104,"My daughter Marie died 28 years ago on April 30th. Marie had an operation for appendicitis at Methodist Hospital. Victoria visited Marie at the hospital the day after her surgery. The nurse followed doctor's orders to get Marie out of bed too soon. Marie developed a blood clot after being moved out of bed. I received a call saying Marie was discharged from the hospital. I prepared to pick Marie up from the hospital. At the hospital, a nurse told me to sit and wait. A nurse asked if Marie had ever fainted before. Marie passed away just as I turned my back. My husband was waiting for Marie to come home. Rita and my son-in-law came to the hospital to find me. Rita fainted when she learned about Marie's death. Marie told a friend she felt pain in her leg before collapsing. The hospital suspected a blood clot caused Marie's death.",92.37,15,15,1
48,840,0.1704,"My daughter died 28 years ago this month. She died on the thirtieth at Methodist Hospital. She had an operation for appendicitis late Saturday. Victoria visited her at the hospital Sunday morning. The nurse attempted to get her out of bed too soon. I blame them for the blood clot that formed. I received a call to pick her up after ten days. I prepared coffee and cake for her return home. At the hospital, I was told to wait and I prayed. The nurse informed me my daughter had fainted. I witnessed her sweating heavily and then she died. I accused the staff of killing my daughter in shock. Rita also collapsed in pain after hearing the news. Marie complained of leg pain and couldn't see. A blood clot was later determined as the cause. I refused to let them touch my daughter afterward. The news caused my husband and son heart attacks.",143.17,17,17,3
49,868,0.2073,"My daughter died 28 years ago on the thirtieth of April. She died after an operation for appendicitis at Methodist Hospital. My daughter Victoria visited her while she was still under ether. The hospital staff tried to get her out of bed while she was too sick. I blame them for the blood clot because they took her out of bed. I was called to pick my daughter up after ten days. I went to the hospital with her clothes and a coat. The nurse asked me to sit, and I prayed for another patient. I was told my daughter had a fainting spell and rushed to see her. My daughter had beads of sweat and then passed away. I blamed the doctors and was hysterical after her death. My family was in shock, and my husband and son had heart attacks. The news of my daughter's death shocked the whole neighborhood. Annie from the store always remembers seeing Marie standing quietly.",179.91,14,14,3
50,899,0.0817,"I lost my daughter 28 years ago this month. She died after an appendicitis operation at Methodist Hospital. My daughter was still under ether when my oldest daughter visited. The hospital staff tried to get her out of bed too soon. I blame them for the blood clot because of this action. I prepared to bring my daughter home after her discharge notice. I went to pick her up with her clothes ready. Upon arriving, the nurse asked me to wait, making me anxious. A sudden turn of events had me worried about her health. The nurse inquired if my daughter ever fainted. I discovered my daughter had passed away in the hospital. I reacted hysterically to the news of her death. Rita fainted from the shock of losing her sister. The doctors later said a blood clot caused her death. I refused to let the hospital staff touch my daughter. My family was devastated, and my husband and son had heart attacks.",73.48,16,16,2
51,901,0.1782,"My daughter Marie died 28 years ago. She died at Methodist Hospital. Marie had an appendicitis operation. Victoria visited Marie on Sunday. Marie was still under ether. They tried to get Marie out of bed. Victoria objected because Marie was too sick. Marie passed out and returned to bed. I blamed them for Marie's blood clot. Hospital called me to pick Marie up. I prepared to bring Marie home. Marie was discharged after 10 days. I went to the hospital to get her. The nurse asked me to sit and wait. I prayed for another patient with ten children. A nurse asked if Marie ever fainted. I feared for Marie's condition. Dr. Montique couldn't explain Marie's state. Marie died while I was in the room. I was hysterical and accused them of killing her. My husband didn't know what happened. Hospital kept trying to reach me. Marie mentioned a pain before collapsing. Michael, my son, had a heart attack.",160.59,24,24,1
52,903,0.2068,I lost my daughter. It happened twenty-eight years ago. She died on the thirtieth of the month. The death occurred at Methodist Hospital. She had surgery for appendicitis. They operated late on a Saturday. Victoria visited her the next morning. She was still under ether. Victoria questioned a nurse about a chair. The nurse followed doctor's orders. They tried to get her out of bed. She passed out and went back to bed. I blame them for her blood clot. I was waiting for a discharge call. Mrs. Costa informed me about the call. I was preparing to pick her up. I arranged her clothes and made coffee. I headed to the hospital myself. Her operation was ten days ago. I brought her girdle as advised. A nurse asked me to sit for a while. I prayed for another patient. A nurse reported her cold sweat. They took me to my daughter's room. I accused them of harming her. Marie passed away while I was there.,186.78,26,26,2
53,933,0.1341,"My daughter died twenty-eight years ago this month. She died at the Methodist Hospital. She had an operation for appendicitis. The operation was late Saturday afternoon. Sunday morning, Victoria visited the hospital. Victoria found her sister still under ether. A nurse intended to get her out of bed. Victoria questioned the nurse's decision. The nurse said it was the doctor's orders. My daughter passed out when moved. I blame the hospital for the blood clot. I was informed my daughter was discharged. I got a call to pick her up from the hospital. I prepared for her homecoming. When I arrived, I prayed for another patient. A nurse asked if my daughter had fainting spells. I found my daughter in a cold sweat. I accused the doctors of killing her. The doctors said they didn't know what happened. My daughter died while I was there. My husband and son had heart attacks after her death. The news of her death shocked everyone.",125.1,22,22,2
54,945,0.1097,I lost my daughter 28 years ago this month. She died following an appendicitis operation. Victoria visited her at the hospital the next day. She was still under the effects of ether. The nurse tried to get her out of bed. Victoria objected but followed the doctor's orders. She passed out when they tried to move her. I blame them for the blood clot she got. I was waiting for a call to pick her up. I made preparations for her homecoming. The hospital called to say she was discharged. I got dressed and went to pick her up. The nurse asked if my daughter ever fainted. The nurse said my daughter was in a cold sweat. My daughter died in the hospital before going home. I was hysterical in the hospital when she died. My husband and son had heart attacks from shock. The whole neighborhood heard my screams. I informed my family of my daughter's death. My sisters were waiting with an orange for her. The store owner still remembers seeing her.,103.63,21,21,1
55,946,0.1221,"My daughter Marie died twenty-eight years ago. She died at Methodist Hospital after surgery. Marie had an operation for appendicitis. Victoria visited Marie post-surgery on Sunday. Marie was still under ether when Victoria came. Nurses attempted to get Marie out of bed. I blame the hospital for Marie's blood clot. They called me to pick up Marie when discharged. I prepared coffee and cake for Marie's return. When I arrived, a nurse told me to sit. I prayed for another patient while waiting. A nurse asked about Marie's fainting spells. I found Marie sweating and questioned the staff. Marie passed away in her hospital bed. I was hysterical after Marie's death. I refused medical help and became distraught. Rita fainted upon hearing about Marie's death. Marie had complained of pain before collapsing. The hospital indicated Marie died from a blood clot. I notified family about Marie's passing. My neighborhood was in shock after the news.",115.5,21,21,3
56,975,0.1593,"I lost my daughter 28 years ago this month. She had an operation for appendicitis at Methodist Hospital. Victoria and I went to see her under ether the next day. The nurse wanted to get her out of bed despite being too sick. I believe they are responsible for her blood clot. I was waiting for a call to bring her home after ten days. The store lady called me to pick up Marie. I prepared everything to bring her home. Marie saw me from the window as I arrived. The nurse told me to sit, and I prayed for another woman. I was informed Marie was having a fainting spell. I found Marie in a cold sweat and blamed the hospital. The doctor could not explain what happened to Marie. I was hysterical and accused them of killing her. Marie passed away just as I turned my back. The family waited for me and Marie at home, unaware. Rita collapsed upon hearing Marie had died. Later, we were told Marie had a blood clot. Our family was traumatized, and my husband had a heart attack.",155.31,19,19,3
57,975,0.1786,My daughter Marie died 28 years ago. Marie died at Methodist Hospital. Marie had an operation for appendicitis. Victoria visited Marie on Sunday morning. Marie was still under ether post-operation. The nurse tried to get Marie out of bed. I blame them for Marie's blood clot. I was called to pick up Marie after 10 days. I made preparations for Marie's return. Marie was saying goodbye to friends at the hospital. The hospital informed me of extra charges for Marie's board. I went to the hospital with Marie’s clothes. The nurse asked me to sit and wait. I prayed for another patient at the hospital. A nurse informed me Marie was unwell. I accused the staff of harming Marie. Marie passed away as I turned my back. My husband was waiting for Marie's return. The hospital repeatedly tried to contact us. My daughter Rita suffered from shock. Marie’s death was attributed to a blood clot. My family had heart attacks from shock. The news of Marie’s death devastated everyone.,174.1,23,23,1
58,985,0.1669,"My daughter died twenty-eight years ago. She died at Methodist Hospital after an operation. The operation was for appendicitis. She was still under ether after the operation. A nurse moved her out of bed under doctor’s orders. I believed moving her caused a blood clot. I was called to pick her up after ten days. I prepared clothes and coffee for her return. At the hospital, I was told to sit and wait. I prayed for another woman during my wait. A nurse informed me my daughter fainted. My daughter was sweating heavily on the bed. I accused the hospital staff of killing her. The doctor admitted they didn’t know what happened. My daughter passed away as I turned my back. Rita was shocked and dropped to the floor. Rita now suffers pain in her leg frequently. Marie complained of leg pain before collapsing. I refused to let them touch her body. I was hysterical when taken home. My husband and son had heart attacks from shock. The news shocked our entire family and neighborhood.",164.36,22,22,3
59,986,0.1866,"My daughter died at Methodist Hospital. It’ll be twenty-eight years this month since she died. She had an operation for appendicitis. My oldest daughter, Victoria, visited her in the hospital. The nurse said they had to get her out of bed. Victoria argued she was too sick and under ether. They tried to get her out of bed, and she passed out. I blame them for the blood clot she got. I was waiting for a call to pick Marie up. The store lady called to say Marie was discharged. I prepared everything to bring Marie home. When I got to the hospital, I was asked to sit and wait. A nurse asked if my daughter ever had fainting spells. I was taken to the room where Marie was on the bed. Marie was sweating and passed away in front of me. I blamed the hospital staff for her death. Rita and my son-in-law arrived at the hospital. I told them Marie had died, and Rita collapsed. Marie had a pain in her leg and couldn't see before collapsing. The neighborhood was shocked by Marie's death.",183.99,20,20,3
